article_id	title	topic	probability	topic_label
6976e27a6f8075bba5e5e1fc	Venezuela releases over 100 political prisoners — NGO	7	1.0	7_weapon_maduro_prisoners_political
6976e2e06f8075bba5e5e255	Seahawks advance to Super Bowl with thrilling 31-27 win over Rams in NFC title game	8	1.0	8_game_title_win_thrilling
6976e34e6f8075bba5e5e301	Man feared drowned during idol immersion in Yamuna in East Delhi’s Mayur Vihar	-1	0.15793851734474582	-1_mark_man_funding_dhs
6976e3386f8075bba5e5e2da	American rock climber Alex Honnold reaches top of Taipei 101 skyscraper without ropes	-1	0.03434364131646172	-1_mark_man_funding_dhs
6976e34e6f8075bba5e5e302	Art, social service and literature: Five from Gujarat get Padma Shri	2	0.19127232481587886	2_day_republic day_republic_padma
6976e31f6f8075bba5e5e2a7	Prince Harry and Meghan Markle make Sundance debut as they premiere Girl Scout documentary	2	1.0	2_day_republic day_republic_padma
6976e31f6f8075bba5e5e2a8	JD Vance shares ‘crazy' story of ICE and CBP officers being mobbed in Minneapolis	0	0.6349804280223392	0_minneapolis_shooting_ice_trump
6976e2ad6f8075bba5e5e254	Sussan Ley dismisses Liberal leadership speculation as ‘media frenzy’, as Andrew Hastie, Angus Taylor circle	0	0.20396274443924056	0_minneapolis_shooting_ice_trump
6976e27a6f8075bba5e5e1fd	Hundreds rescued after ferry sinks in Philippines	4	1.0	4_storm_winter_power_carrying
6976e3286f8075bba5e5e2bc	Australia Day Unity Call amid Celebrations and Protests	2	0.6396747518122254	2_day_republic day_republic_padma
6976e34e6f8075bba5e5e303	Special remission for certain categories of prisoners announced by Delhi govt to mark Republic Day	2	1.0	2_day_republic day_republic_padma
6976e2e06f8075bba5e5e256	Britain 'discreetly bringing back Islamic State brides’ from Syria	1	1.0	1_russian_trump_says_china
6976e34e6f8075bba5e5e304	32-year-old man shot dead in Northeast’s Shastri Park; probe underway	0	1.0	0_minneapolis_shooting_ice_trump
6976e34e6f8075bba5e5e305	On Republic Day, what’s going to be the next Indian superfood?	2	0.492197814628379	2_day_republic day_republic_padma
6976e3396f8075bba5e5e2db	Heavy snow strands 7,000 travelers at Hokkaido's 'landlocked' New Chitose Airport	4	0.09874555914854469	4_storm_winter_power_carrying
6976e34e6f8075bba5e5e306	‘I cried in front of 100 people’: Vikrant Massey recalls being shouted at by director, says he felt humiliated	0	0.08635825147030096	0_minneapolis_shooting_ice_trump
6976e2a26f8075bba5e5e241	Iconic Joshua trees bloomed earlier than usual this year — and it could spell trouble for a little-known bug	4	0.28233602112150563	4_storm_winter_power_carrying
6976e34f6f8075bba5e5e307	R-Day: 16 police officers from Gujarat get service medals	2	0.3257379132358767	2_day_republic day_republic_padma
6976dc88f1d65c147ded22f8	Yen hits 2-month high vs. dollar at 153, Tokyo stocks plunge	3	1.0	3_japan_wins_vs_australian
6976dc62f1d65c147ded2276	Minneapolis locals pay respects to man killed by US agents	0	1.0	0_minneapolis_shooting_ice_trump
6976dd32f1d65c147ded246a	Tearful goodbyes as Japan returns pandas to China amid worsening ties	3	0.20426932326813804	3_japan_wins_vs_australian
6976e31f6f8075bba5e5e2a9	Federal immigration officials privately fume over DHS claims after deadly Minnesota shooting	0	1.0	0_minneapolis_shooting_ice_trump
6976dca5f1d65c147ded2381	Private plane carrying 8 passengers crashes in Bangor, Maine, as Winter Storm Fern batters state	4	0.3897736695166005	4_storm_winter_power_carrying
6976dd21f1d65c147ded242e	Austrian opposition party leader demands top diplomat’s resignation over Ukraine support	1	0.5411604906551342	1_russian_trump_says_china
6976dc51f1d65c147ded2220	At Least 15 Dead After Ferry Carrying 350 Sinks in the Philippines	4	1.0	4_storm_winter_power_carrying
6976dc24f1d65c147ded2122	Asia-Pacific stocks trade mixed as geopolitical worries keep investors on edge	3	1.0	3_japan_wins_vs_australian
6976dc93f1d65c147ded231e	Hundreds of thousands without power as major winter storm hits US	4	0.5493381050566639	4_storm_winter_power_carrying
6976dc4df1d65c147ded220b	A minute-by-minute timeline of the fatal shooting of Alex Pretti by a federal agent	0	1.0	0_minneapolis_shooting_ice_trump
6976dc26f1d65c147ded2125	‘Ishan Kishan sits out for me’: Former India captain backs Sanju Samson despite golden duck in IND vs NZ 3rd T20I	3	1.0	3_japan_wins_vs_australian
6976dc3ef1d65c147ded21f8	Democrats vow to oppose homeland security funding bill,  increasing chance of shutdown	-1	0.31194546664126965	-1_mark_man_funding_dhs
6976dc0af1d65c147ded20a0	When can courts interfere in an ongoing investigation? | Explained	0	0.39947082353725627	0_minneapolis_shooting_ice_trump
6976e2956f8075bba5e5e228	‘Every execution chips away at the nation’s moral fibre’: TM Krishna on the death penalty	0	0.1934915726104019	0_minneapolis_shooting_ice_trump
6976dc86f1d65c147ded22e1	Seahawks earn trip to Super Bowl LX with thrilling victory over Rams in NFC Championship Game	8	1.0	8_game_title_win_thrilling
6976dc51f1d65c147ded2222	Google, Apple pay customers $163M over explosive claims they secretly listened to users’ private chats	-1	0.2011401304677982	-1_mark_man_funding_dhs
6976dc08f1d65c147ded2099	Why the CCP Grabbed Chen Zhi Before the US Could	1	0.25061529986204506	1_russian_trump_says_china
6976dc62f1d65c147ded2277	Private jet carrying 8 crashes at Maine airport	4	0.3915817715433419	4_storm_winter_power_carrying
6976dc86f1d65c147ded22e2	Trump confirms federal review of Minneapolis shooting that killed nurse: 'Reviewing everything'	0	0.6415447213244938	0_minneapolis_shooting_ice_trump
6976dc26f1d65c147ded2126	A S Bhasin, the veteran chronicler of India’s foreign policy, passes on	2	0.17330233822596858	2_day_republic day_republic_padma
6976e31f6f8075bba5e5e2aa	Jewish graves smashed in Barcelona	-1	0.21509092990028683	-1_mark_man_funding_dhs
6976dc26f1d65c147ded2127	PM Modi extends greetings on Republic Day, calls for stronger resolve in building ‘Viksit Bharat’	2	0.5941189939119281	2_day_republic day_republic_padma
6976dc26f1d65c147ded2128	Several roads around Parade Ground to remain closed from 6.30 am onwards today, says police advisory	2	0.17447131914600278	2_day_republic day_republic_padma
6976dca8f1d65c147ded23bb	The ‘Guinness effect’: Why stout is suddenly booming	3	0.1988539785545508	3_japan_wins_vs_australian
6976dc26f1d65c147ded2129	‘Cleanliness is next to godliness’: Retired DIG among Padma Shri awardees	2	0.23057329155652068	2_day_republic day_republic_padma
6976dd21f1d65c147ded242f	Battlegroup South hits 39 Ukrainian bunkers, shelters in day — Russian defense ministry	1	0.6331526576413538	1_russian_trump_says_china
6976e3296f8075bba5e5e2bd	Municipal enterprises can obtain up to UAH 150M in preferential loans for energy efficiency – PM Svyrydenko	1	0.5309656101628115	1_russian_trump_says_china
6976dc26f1d65c147ded212a	Parmeet Sethi, 59, runs for 5 km; admits he thought ‘ek kilometre me thak jaunga’	0	0.1855985829744738	0_minneapolis_shooting_ice_trump
6976e2946f8075bba5e5e227	Republic Day 2026 Live Updates: India Celebrates 77th Republic Day	2	1.0	2_day_republic day_republic_padma
6976dc26f1d65c147ded212b	The Padma Shri recipient from Kashmir: Mohammad Shafi Shauq, academic, author and a champion of local language	2	0.21285799940413275	2_day_republic day_republic_padma
6976dc26f1d65c147ded212c	National level shooter held for Rs 40-lakh cyber fraud	0	0.29913479645211527	0_minneapolis_shooting_ice_trump
6976dc26f1d65c147ded212d	Chandigarh announces 32 names for Commendation Certificates	2	0.33269556431820085	2_day_republic day_republic_padma
6976e3006f8075bba5e5e293	Delhi government aanounces special remission to over 2000 prisoners on Republic Day 2026	2	0.5808005788797426	2_day_republic day_republic_padma
6976dc26f1d65c147ded212e	News Today Live Updates, 26 January | PM Modi extends greetings on Republic Day, calls for stronger resolve in building ‘Viksit Bharat’	2	0.6322202316393393	2_day_republic day_republic_padma
6976dc26f1d65c147ded212f	Dr Armida Fernandez, neonatologist behind Asia’s first human milk bank, awarded Padma Shri	2	0.39222183592333393	2_day_republic day_republic_padma
6976dc26f1d65c147ded2130	Opposition chorus grows in Assam over fears of legitimate voters being left out	2	1.0	2_day_republic day_republic_padma
6976dc27f1d65c147ded2131	Dargah vandalised at Wynberg-Allen School premises in Mussoorie, weeks after viral video questioned its legality	0	1.0	0_minneapolis_shooting_ice_trump
6976dc27f1d65c147ded2132	77th Republic Day: 33 Delhi Police officers to get awards, Special Cell gets most gallantry medals	2	0.3277573512108006	2_day_republic day_republic_padma
6976dc27f1d65c147ded2133	‘Witnessed darkness… now seeing rays of positivity’: This Padma awardee wants Kashmiri Pandits back in Valley	2	0.1699312415891242	2_day_republic day_republic_padma
6976dca8f1d65c147ded23bc	Jessica Pegula knocks out defending champion Madison Keys at Australian Open	3	1.0	3_japan_wins_vs_australian
6976dc42f1d65c147ded21fc	Republican calls growing for deeper investigation into fatal Minneapolis shooting	0	0.597927985020901	0_minneapolis_shooting_ice_trump
6976dc86f1d65c147ded22e3	The far-left network that helped put Alex Pretti in harm's way, then made him a martyr	0	1.0	0_minneapolis_shooting_ice_trump
6976dce1f1d65c147ded2401	Document Outlining US Security Guarantees for Ukraine ‘100 Percent Ready’: Zelenskyy	1	1.0	1_russian_trump_says_china
6976dc37f1d65c147ded21ee	Patriots reaach Super Bowl with gritty 10-7 win over Broncos in snowy Denver	8	1.0	8_game_title_win_thrilling
6976e3016f8075bba5e5e294	Republic Day 2026: How India selects its chief guest? Check complete list of Republic Day guests here	2	1.0	2_day_republic day_republic_padma
6976dc27f1d65c147ded2134	Washington Sundar in race against time to be fit for T20 World Cup 2026	3	0.41155646404134016	3_japan_wins_vs_australian
6976dc0af1d65c147ded20a1	9,550 kg of explosives seized in Rajasthan, man arrested; Central agencies likely to get involved	0	1.0	0_minneapolis_shooting_ice_trump
6976e31f6f8075bba5e5e2ab	Yair Golan: Bennett’s mission is to bring votes from the right	2	1.0	2_day_republic day_republic_padma
6976dc62f1d65c147ded2278	Latest Minnesota ICE shooting puts new twist on gun rights debate in US	0	0.5224710839119219	0_minneapolis_shooting_ice_trump
6976e2966f8075bba5e5e229	Start the week with a film: Why ‘KPop Demon Hunters’ is leading the Animated Feature Oscar race	2	1.0	2_day_republic day_republic_padma
6976dc27f1d65c147ded2135	Private jet carrying 8 people crashes at Bangor international airport in Maine	4	0.37362111886656557	4_storm_winter_power_carrying
6976dd22f1d65c147ded2430	Ferry sinks off coast of Philippines, 13 people killed — TV	4	1.0	4_storm_winter_power_carrying
6976dca9f1d65c147ded23bd	Nago Mayor Taketoyo Toguchi wins third term	3	0.14758126377854636	3_japan_wins_vs_australian
6976dc27f1d65c147ded2136	Goldilocks phase of India’s economy can be sustained	2	0.42311800756889223	2_day_republic day_republic_padma
6976dc96f1d65c147ded2340	Dollar Falls Amid Japan Intervention Risk, Gold Up: Markets Wrap	3	1.0	3_japan_wins_vs_australian
6976dc27f1d65c147ded2137	Border 2 Box Office Collection Day 3 Worldwide Updates: Sunny Deol’s war actioner storms past Rs 150 cr mark globally; to cross Rs 200 mark on Republic Day	2	0.38044199923181693	2_day_republic day_republic_padma
6976dc27f1d65c147ded2138	Obesity calls for a wider and more complex debate	3	0.15902231614242154	3_japan_wins_vs_australian
6976dc27f1d65c147ded2139	Notes from Davos: The bold, the bots and the bully	5	0.33256599829993927	5_social media_social_media_fast
6976dc27f1d65c147ded213a	Seize the podium, but first look the air problem in the eye	-1	0.30255979473282685	-1_mark_man_funding_dhs
6976dc27f1d65c147ded213b	The return of trade policy as an instrument of statecraft	1	1.0	1_russian_trump_says_china
6976dc27f1d65c147ded213c	40 years ago January 26, 1986: Chandigarh transfer deferred	2	0.21754254911820758	2_day_republic day_republic_padma
6976dc27f1d65c147ded213d	Nuclear power expansion is an R&D challenge	-1	0.25962962056030087	-1_mark_man_funding_dhs
6976dc27f1d65c147ded213e	‘Don’t want to stay in class till evening… can’t concentrate’: Why Delhi plans to phase out double-shift schools	2	0.460530977284194	2_day_republic day_republic_padma
6976dc53f1d65c147ded2231	Top Chinese general could be put to DEATH by CCP after 'leaking nuclear secrets to US'	1	0.2524782427681334	1_russian_trump_says_china
6976dc27f1d65c147ded213f	‘We are reviewing everything’: Trump says as administration backs agents in Minneapolis shooting	0	0.6214908629329762	0_minneapolis_shooting_ice_trump
6976dca9f1d65c147ded23be	Faced with Trump, Greenlanders try to reassure their children	1	1.0	1_russian_trump_says_china
6976dc28f1d65c147ded2140	As antibiotics fail, AIIMS leads the fight against superbugs: How researchers are slowing down antimicrobial resistance	-1	0.04175476268213953	-1_mark_man_funding_dhs
6976dc86f1d65c147ded22e4	Iranian drone swarms pose 'credible threat' to USS Abraham Lincoln carrier group, defense expert says	1	0.3000824962573267	1_russian_trump_says_china
6976dc86f1d65c147ded22e5	Soap opera star refuses to 'even look' at Carrie Underwood after Trump inauguration performance	0	0.10799482389189553	0_minneapolis_shooting_ice_trump
6976dc62f1d65c147ded2279	False posts, altered images distort views of latest Minnesota shooting	0	0.5975434157089264	0_minneapolis_shooting_ice_trump
6976dc6df1d65c147ded22a4	Editor’s note: The Republic is being re-engineered. Help us bear witness	-1	0.05485679197386606	-1_mark_man_funding_dhs
6976dc28f1d65c147ded2141	Bhagat Singh Koshyari, who served as Uttarakhand CM, Maharashtra Governor, awarded Padma Bhushan	2	1.0	2_day_republic day_republic_padma
6976dc86f1d65c147ded22e6	NFL fans torch Rams returner after muffed punt leads to crucial Seahawks touchdown	8	1.0	8_game_title_win_thrilling
6976dc23f1d65c147ded2112	Trump ‘reviewing everything’ about fatal shooting of Alex Pretti, says fed agents will leave Minneapolis ‘at some point’	0	1.0	0_minneapolis_shooting_ice_trump
6976dc28f1d65c147ded2142	Operation Kavach 12: In mega 24-hour crackdown on drug smuggling, organised crime, over 1,000 arrested ahead of R-Day	0	1.0	0_minneapolis_shooting_ice_trump
6976dc28f1d65c147ded2143	‘Aamir Khan came prepared to cry’: Rakeysh Omprakash Mehra on Rang De Basanti at 20, says it’s ‘stupid’ to ask if it can be made in today’s times	-1	0.23710410876119062	-1_mark_man_funding_dhs
6976dc23f1d65c147ded211f	Carney says Canada not pursuing free trade deal with China as Trump threatens 100% tariffs	1	1.0	1_russian_trump_says_china
6976dc28f1d65c147ded2144	Astrophysicist Priyamvada Natarajan: ‘There is an overall obsession with just our lifetime, without thinking about future generations… We need to move from this short-termism’	6	0.04984018554885195	6_26 january_26_today_january
6976dcabf1d65c147ded23bf	India's solar-panel boom: Full throttle today, uncertain tomorrow	2	0.4696084433307038	2_day_republic day_republic_padma
6976dc28f1d65c147ded2145	Why EU deal is better for farmers than one with US	1	1.0	1_russian_trump_says_china
6976e3026f8075bba5e5e295	Rajasthan: Police seize 10000 kg of explosive material, detonators ahead of Republic Day; probe underway	0	1.0	0_minneapolis_shooting_ice_trump
6976dc36f1d65c147ded21ed	Scottie Scheffler starts new season looking like nothing has changed	0	0.21836786863697122	0_minneapolis_shooting_ice_trump
6976dd22f1d65c147ded2431	Australian authorities replace ambassador to US who criticized Trump	1	0.5589214936009235	1_russian_trump_says_china
6976dc88f1d65c147ded22f9	Candidates for Feb. poll divided over different surname system in Japan	3	0.14957910037154473	3_japan_wins_vs_australian
6976dc28f1d65c147ded2146	Micro observer ‘slapped, punched’ in Kumarganj, security beefed up	0	1.0	0_minneapolis_shooting_ice_trump
6976dcabf1d65c147ded23c0	Yen extends gains as dollar pressure mounts	3	1.0	3_japan_wins_vs_australian
6976dcacf1d65c147ded23c1	Fidelity fund beating 96% of peers likes Japan’s AI-linked firms	3	1.0	3_japan_wins_vs_australian
6976dc86f1d65c147ded22e7	Bill Clinton says Trump admin 'told us not to believe what we've seen' after latest Minnesota shooting	0	0.6214822392220126	0_minneapolis_shooting_ice_trump
6976dbf2f1d65c147ded2097	Maine: Baby Lyla found dead after first solo time with father Shawn Samuels	4	1.0	4_storm_winter_power_carrying
6976dc28f1d65c147ded2147	EC suspends AERO over electoral roll irregularities in Basirhat	2	1.0	2_day_republic day_republic_padma
6976dcb8f1d65c147ded23d9	Four cars collide in Ternopil region, injuries reported	1	0.41888781805772674	1_russian_trump_says_china
6976dc28f1d65c147ded2148	Silent tax of people pleasing	0	0.06213603529202438	0_minneapolis_shooting_ice_trump
6976dc0af1d65c147ded20a2	Telangana’s stunning rise and its unhinged growth	-1	0.15381357951030628	-1_mark_man_funding_dhs
6976dc62f1d65c147ded227a	Trump says administration ‘reviewing everything’ in Minneapolis shooting: Report	0	0.6135891616673549	0_minneapolis_shooting_ice_trump
6976dcacf1d65c147ded23c2	Mikaela Shiffrin reigns supreme to claim record title in last slalom before Olympics	3	1.0	3_japan_wins_vs_australian
6976dcadf1d65c147ded23c3	Defiance as a profession: Pakistan's jailed lawyer Imaan Mazari	0	1.0	0_minneapolis_shooting_ice_trump
6976dc86f1d65c147ded22e8	Emory fires Iranian official's daughter after campus protests over controversial hiring decision	1	1.0	1_russian_trump_says_china
6976dcadf1d65c147ded23c4	Life-saving aid reaches Kurdish-majority town in Syria: U.N.	1	1.0	1_russian_trump_says_china
6976dca5f1d65c147ded2382	Daughter of top Iranian official ousted from Emory University following massive public outrage	1	1.0	1_russian_trump_says_china
6976dc28f1d65c147ded2149	In maiden visit to UP, Nabin urges party cadre to fight divisive forces in 2027 polls	2	0.5764735191956856	2_day_republic day_republic_padma
6976dcaef1d65c147ded23c5	Israeli fire kills three in Gaza, medics say, as U.S. pushes deal	1	1.0	1_russian_trump_says_china
6976dd22f1d65c147ded2432	Russia to ensure its security even in absence of New START — senior diplomat	1	1.0	1_russian_trump_says_china
6976dc6df1d65c147ded22a5	January 26, 1950: How India’s first Republic Day unfolded	2	1.0	2_day_republic day_republic_padma
6976dcaef1d65c147ded23c6	Saudi Arabia’s UAE ‘mudslinging’ threatens new Gulf crisis	-1	0.11122149822196861	-1_mark_man_funding_dhs
6976dcaef1d65c147ded23c7	When the museum is closed, a girl falls in love with a statue	1	0.38289255152597484	1_russian_trump_says_china
6976dc93f1d65c147ded2326	'Starmer triggers Labour civil war' and 'Republicans break ranks'	0	1.0	0_minneapolis_shooting_ice_trump
6976dca5f1d65c147ded2393	Columbia set to tap Jennifer Mnookin as new President	0	0.5871575831916357	0_minneapolis_shooting_ice_trump
6976dc53f1d65c147ded2232	Almost ONE MILLION Americans left without power as 'biggest ice storm in a decade' batters the US	4	0.5927836405918875	4_storm_winter_power_carrying
6976dc28f1d65c147ded214a	Courage under fire: Among Hyderabad blaze dead, 2 workers who rushed in to save security guard’s children	4	1.0	4_storm_winter_power_carrying
6976dcaff1d65c147ded23c8	What is Russia’s ‘shadow fleet’ and how does it work?	-1	0.10416184101685601	-1_mark_man_funding_dhs
6976dc28f1d65c147ded214b	Nepotism, graft in previous govts prevented welfare schemes from reaching needy: Adityanath	0	0.11054049054872864	0_minneapolis_shooting_ice_trump
6976dc28f1d65c147ded214c	In this moment, for India’s Muslims, internal reform is not a distraction from struggle for justice — it is part of it	0	0.19347527056156483	0_minneapolis_shooting_ice_trump
6976dc55f1d65c147ded224f	Video shows masked robbers crash car through jewelry store entrance, steal owner's gun in brazen heist	0	0.3580645885789109	0_minneapolis_shooting_ice_trump
6976dc28f1d65c147ded214d	This Republic Day, 6 women from Bihar will drive into history. Here are their stories	2	0.2845309920901917	2_day_republic day_republic_padma
6976dc28f1d65c147ded214e	On Republic Day, let’s celebrate a living project renewed by we the people	2	1.0	2_day_republic day_republic_padma
6976dc93f1d65c147ded231f	Gold tops $5,000 for first time ever, adding to historic rally	3	1.0	3_japan_wins_vs_australian
6976dcaff1d65c147ded23c9	Interim coach Michael Carrick breathes new life into surging Manchester United	-1	0.11886496064382997	-1_mark_man_funding_dhs
6976dca7f1d65c147ded23b4	CNBC Daily Open: Canada is drawing Trump's ire — and faces a 100% tariff	1	1.0	1_russian_trump_says_china
6976dc89f1d65c147ded22fa	Japan's Kao Miura wins Four Continents figure skating championship in Olympic tuneup	3	1.0	3_japan_wins_vs_australian
6976dc6ef1d65c147ded22a6	As Maoists retreat, why many fear security forces in Chhattisgarh villages	-1	0.19468931886713783	-1_mark_man_funding_dhs
6976dc29f1d65c147ded214f	25 killed in attack by Islamic State-backed group in eastern Congo, rights group says	1	0.2939957236729709	1_russian_trump_says_china
6976dc29f1d65c147ded2150	Republic Day 2026: ‘Unsung Heroes’ no longer unsung as Padma celebrates creators, builders	2	0.17617585325509144	2_day_republic day_republic_padma
6976dc29f1d65c147ded2151	TMC, BJP supporters clash after ex-Tripura CM meet in Kolkata	2	1.0	2_day_republic day_republic_padma
6976dc29f1d65c147ded2152	15 killed, scores missing as passenger ferry capsizes off southern Philippines	4	1.0	4_storm_winter_power_carrying
6976dc0bf1d65c147ded20a3	77th Republic Day 2026 LIVE: India to display military might, growth story at Republic Day parade	2	1.0	2_day_republic day_republic_padma
6976dc86f1d65c147ded22e9	Drake Maye's controversial fourth-down play sparks social media fury as Patriots head to Super Bowl LX	8	1.0	8_game_title_win_thrilling
6976dc5ff1d65c147ded2272	8 Arrested After Suspects Ram Car Into California Jewelry Store	0	0.37842007810711675	0_minneapolis_shooting_ice_trump
6976dca5f1d65c147ded2383	Spiteful Bay Area landowner builds fence to block beachgoers from public shoreline, threatens to shoot ‘trespassers’	0	0.6510153975710984	0_minneapolis_shooting_ice_trump
6976dc86f1d65c147ded22ea	Anti-ICE protests take place as T'Wolves-Warriors NBA game takes place	0	0.4996550670051552	0_minneapolis_shooting_ice_trump
6976dc93f1d65c147ded2325	'I spent £2,000 on one event': Why Gen Z is obsessed with Hyrox	0	0.43616037485594383	0_minneapolis_shooting_ice_trump
6976dc29f1d65c147ded2153	Weekly Horoscope, 26-January to 01-February-2026: Explore our weekly horoscope and navigate the week ahead with confidence	6	1.0	6_26 january_26_today_january
6976dc23f1d65c147ded2120	Another day another high: Gold surges past $5,000 as investors seek shelter from global risks	3	1.0	3_japan_wins_vs_australian
6976dcb0f1d65c147ded23ca	Iran protest death toll seen rising to possibly more than 20,000	1	1.0	1_russian_trump_says_china
6976dc93f1d65c147ded231c	UK to join major wind farm project with nine European countries	1	1.0	1_russian_trump_says_china
6976dc8af1d65c147ded22fc	Younger voters back PM's election gambit, snowy areas opposed	0	0.1080939641413731	0_minneapolis_shooting_ice_trump
6976dc63f1d65c147ded227b	What causes thundersnow, one of weather’s rarest spectacles, which could hit parts of eastern US	4	1.0	4_storm_winter_power_carrying
6976dc93f1d65c147ded231d	Thousands of children facing 'catastrophic' waits for NHS community care	0	0.0927522995086566	0_minneapolis_shooting_ice_trump
6976dc29f1d65c147ded2154	Minneapolis shooting: NRA stress right to carry guns after fatal shooting of Alex Pretti by federal agents	0	0.4989019102726948	0_minneapolis_shooting_ice_trump
6976dd1ef1d65c147ded2410	Report: Iran's Khamenei Flees to ‘Fortified’ Bunker, Fearing U.S. Strike	1	0.5909763868423233	1_russian_trump_says_china
6976dcb1f1d65c147ded23cb	Minneapolis shootings put Trump’s immigration approach at center of election-year fight	0	1.0	0_minneapolis_shooting_ice_trump
6976dc29f1d65c147ded2155	From silver screens to Silk looms: 11 Bengal icons honored with Padma Shri 2026	2	0.2256012714490201	2_day_republic day_republic_padma
6976dc29f1d65c147ded2156	Libra Horoscope Today, 26 January 2026: Internal meetings are favoured; avoid unnecessary travel	6	1.0	6_26 january_26_today_january
6976dc29f1d65c147ded2157	Sagittarius Horoscope Today, 26 January 2026: Even so, a mentor’s guidance can sharpen outcomes	6	1.0	6_26 january_26_today_january
6976dc29f1d65c147ded2158	Scorpio Horoscope Today, 26 January 2026: Skip loans today; repayment could become troublesome, says Ganesha	6	1.0	6_26 january_26_today_january
6976dc29f1d65c147ded2159	Capricorn Horoscope Today, 26 January 2026: A good day to buy artefacts or décor for the home	6	1.0	6_26 january_26_today_january
6976dc29f1d65c147ded215a	Aquarius Horoscope Today, 26 January 2026: Financially, the day isn’t barren, but it’s not overflowing either	6	1.0	6_26 january_26_today_january
6976dc29f1d65c147ded215b	Pisces Horoscope Today, 26 January 2026: Perfectionism drives you, and you may spot what’s missing in recent work	6	1.0	6_26 january_26_today_january
6976dc29f1d65c147ded215c	‘Shit happens’: World champion Gukesh on ‘unexplainable’ blunder that left him inconsolable at Wijk aan Zee	3	0.3935996109257197	3_japan_wins_vs_australian
6976dc29f1d65c147ded215d	Aries Horoscope Today, 26 January 2026: A reunion or a meaningful new connection is likely	6	0.4608478748769223	6_26 january_26_today_january
6976dc2af1d65c147ded215e	Taurus Horoscope Today, 26 January 2026: After a hard day, your partner becomes your refuge	6	1.0	6_26 january_26_today_january
6976dc2af1d65c147ded215f	Gemini Horoscope Today, 26 January 2026: Ganesha encourages you to enjoy the pleasures money can buy	6	0.2387162525067111	6_26 january_26_today_january
6976dc2af1d65c147ded2160	Cancer Horoscope Today, 26 January 2026: Hard work strengthens your finances, says Ganesha	6	0.16401301253789208	6_26 january_26_today_january
